#ID x   y   F555    E_555   F555-F814   e_ff-14 F814    E_814
35855   1347.37 2459.83 22.967  0.055   0.453   0.357   22.514  0.302
20839   1347.49 3146.87 20.814  0.01    0.348   0.021   20.466  0.011
15779   1347.73 2636.22 21.202  0.011   0.404   0.029   20.798  0.018
11806   1347.76 2290.58 22.949  0.036   0.778   0.304   22.171  0.268
17154   1347.79 2758.23 20.953  0.01    0.25    0.02    20.703  0.01
21014   1347.87 3170.62 18.706  0.008   1.178   0.016   17.528  0.008
23620   1347.91 3613.54 22.858  0.012   0.45    0.026   22.408  0.014
16518   1347.97 2700.71 21.375  0.01    0.363   0.023   21.012  0.013
10992   1348.09 2214.86 21.159  0.023   0.367   0.238   20.792  0.215
8809    1348.1  1996.99 20.974  0.01    0.439   0.02    20.535  0.01
14799   1348.12 2551.31 21.037  0.013   0.121   0.035   20.916  0.022
11478   1348.53 2261.26 22.303  0.011   0.394   0.037   21.909  0.026
10669   1348.67 2187.17 22.977  0.04    0.525   0.081   22.452  0.041
16039   1348.99 2658.53 19.348  0.01    0.968   0.019   18.38   0.009
12747   1349.03 2375.45 20.63   0.011   0.418   0.027   20.212  0.016
22367   1349.04 3373.59 20.873  0.01    0.302   0.02    20.571  0.01
15110   1349.21 2578.99 20.18   0.009   0.289   0.019   19.891  0.01
6983    1349.36 1766.24 22.894  0.015   0.517   0.028   22.377  0.013
3474    1349.55 1067.02 22.036  0.011   0.38    0.022   21.656  0.011
18130   1349.56 2849.32 21.268  0.011   0.235   0.024   21.033  0.013
19408   1349.57 2979.95 22.346  0.011   0.427   0.024   21.919  0.013
4030    1349.62 1210.5  21.416  0.01    0.242   0.021   21.174  0.011
3146    1349.78 979.48  21.939  0.01    0.388   0.022   21.551  0.012
17871   1349.88 2824.68 22.211  0.01    0.369   0.023   21.842  0.013
17608   1349.97 2798.96 20.7    0.016   0.307   0.037   20.393  0.021
10739   1350.09 2193.39 21.498  0.013   0.274   0.035   21.224  0.022
10478   1350.29 2167.85 22.086  0.01    0.38    0.025   21.706  0.015
20935   1351.16 3158.37 21.595  0.01    0.348   0.023   21.247  0.013
18538   1351.45 2889.19 22.759  0.038   0.623   0.098   22.136  0.06
7450    1351.46 1832.4  22.241  0.012   0.489   0.032   21.752  0.02
21383   1351.64 3219.32 21.579  0.01    0.785   0.02    20.794  0.01
10271   1351.7  2152.26 22.225  0.011   0.374   0.025   21.851  0.014
13323   1351.99 2425.53 21.114  0.024   0.385   0.063   20.729  0.039
9081    1352.15 2030.3  19.905  0.031   0.912   0.045   18.993  0.014
8435    1352.28 1954.08 19.645  0.009   1.044   0.017   18.601  0.008
24490   1352.33 3816.7  22.627  0.014   0.621   0.027   22.006  0.013
8534    1352.8  1965.68 19.518  0.009   -0.016  0.019   19.534  0.01
4227    1352.81 1258.23 22.209  0.011   0.546   0.022   21.663  0.011
3385    1352.82 1044.79 21.008  0.01    0.239   0.02    20.769  0.01
11026   1352.89 2218.17 20.283  0.019   0.947   0.132   19.336  0.113
13130   1352.9  2407.2  22.186  0.041   0.524   0.099   21.662  0.058
13979   1352.93 2483.32 19.516  0.008   1.047   0.017   18.469  0.009
22777   1353.21 3447.96 22.997  0.014   0.604   0.028   22.393  0.014
6245    1353.43 1651.19 21.743  0.01    0.322   0.02    21.421  0.01
9871    1353.7  2112.47 21.687  0.01    0.29    0.02    21.397  0.01
8329    1353.85 1941.32 19.575  0.009   0.967   0.018   18.608  0.009
1202    1353.9  364.37  21.774  0.011   0.535   0.021   21.239  0.01
34937   1353.91 2210.81 21.099  0.04    0.669   0.494   20.43   0.454
24624   1353.98 3847.73 22.873  0.014   0.669   0.05    22.204  0.036
14848   1354.04 2556.59 19.598  0.009   0.944   0.018   18.654  0.009
12908   1354.13 2389.33 22.536  0.019   0.493   0.055   22.043  0.036
39074   1354.46 3285.89 19.824  0.016   1.237   0.026   18.587  0.01
19225   1354.65 2957.97 22.565  0.026   0.468   0.114   22.097  0.088
12834   1354.68 2382.64 22.916  0.034   0.473   0.088   22.443  0.054
25451   1354.88 4077.2  21.423  0.01    0.51    0.02    20.913  0.01
7898    1355.09 1891.35 18.986  0.009   1.15    0.017   17.836  0.008
14567   1355.12 2533.2  19.401  0.015   0.94    0.025   18.461  0.01
17719   1355.14 2809.48 22.109  0.056   0.448   0.178   21.661  0.122
16463   1355.33 2697.32 21.76   0.031   0.333   0.21    21.427  0.179
21818   1355.42 3281.15 20.218  0.025   0.415   0.195   19.803  0.17
15409   1355.91 2604.29 20.973  0.01    0.259   0.024   20.714  0.014
21512   1356.02 3236.19 19.47   0.009   0.976   0.018   18.494  0.009
9727    1356.2  2097.04 21.253  0.01    0.311   0.02    20.942  0.01
10765   1356.22 2195.26 21.976  0.022   0.549   0.07    21.427  0.048
7664    1356.28 1861.12 20.728  0.01    0.947   0.02    19.781  0.01
9792    1356.3  2104.89 21.621  0.01    0.355   0.021   21.266  0.011
18982   1356.37 2933.31 20.751  0.017   0.298   0.043   20.453  0.026
15795   1356.5  2637.51 21.631  0.019   0.373   0.049   21.258  0.03
9117    1356.74 2034.15 21.121  0.028   0.289   0.141   20.832  0.113
19754   1356.75 3017.03 20.426  0.01    0.231   0.02    20.195  0.01
13572   1356.77 2445.21 20.576  0.012   0.462   0.029   20.114  0.017
42089   1356.81 4158.55 21.52   0.01    0.321   0.02    21.199  0.01
22681   1356.85 3429.66 21.026  0.01    0.636   0.02    20.39   0.01
13317   1356.97 2424.32 20.923  0.019   0.299   0.043   20.624  0.024
9528    1357.1  2077.13 19.606  0.011   0.936   0.02    18.67   0.009
1215    1357.44 369.92  21.338  0.01    0.12    0.022   21.218  0.012
19056   1357.58 2940.69 19.5    0.009   0.959   0.018   18.541  0.009
5663    1357.6  1557.98 22.11   0.01    0.403   0.023   21.707  0.013
3914    1357.81 1176.82 21.742  0.017   0.278   0.038   21.464  0.021
22318   1357.84 3364.82 20.842  0.01    0.844   0.02    19.998  0.01
19279   1357.95 2962.9  20.838  0.015   0.29    0.033   20.548  0.018
10140   1357.96 2139.39 20.915  0.01    0.333   0.02    20.582  0.01
24648   1358.14 3854.08 22.4    0.011   0.438   0.024   21.962  0.013
6459    1358.38 1687.28 19.934  0.009   0.055   0.019   19.879  0.01
41762   1358.63 4102.9  19.587  0.009   1.043   0.018   18.544  0.009
8443    1358.73 1954.82 20.758  0.016   0.375   0.043   20.383  0.027
4261    1358.84 1263.57 21.435  0.011   0.402   0.021   21.033  0.01
12672   1358.85 2369.01 21.94   0.016   0.388   0.043   21.552  0.027
15533   1358.88 2615.35 21.021  0.013   0.24    0.033   20.781  0.02
15264   1358.9  2591.65 22.847  0.037   0.637   0.099   22.21   0.062
25349   1358.94 4039.77 21.665  0.01    0.357   0.02    21.308  0.01
12952   1358.98 2393.08 21.738  0.017   0.344   0.061   21.394  0.044
15700   1359.01 2629.5  19.469  0.009   0.985   0.018   18.484  0.009
16917   1359.11 2737.67 20.757  0.01    0.345   0.02    20.412  0.01
3521    1359.29 1079.27 21.804  0.011   0.348   0.021   21.456  0.01
16541   1359.5  2703.14 19.285  0.012   0.964   0.021   18.321  0.009
10247   1359.57 2149.7  22.14   0.011   0.273   0.046   21.867  0.035
12767   1359.7  2377.34 22.32   0.02    0.439   0.038   21.881  0.018
11551   1359.79 2268.3  22.818  0.018   0.609   0.064   22.209  0.046
5395    1360.1  1510.06 22.682  0.014   0.506   0.027   22.176  0.013
18361   1360.17 2871.95 22.906  0.044   0.613   0.091   22.293  0.047
19921   1360.2  3037.94 18.771  0.008   1.162   0.016   17.609  0.008
10019   1360.33 2127.97 21.642  0.03    0.452   0.068   21.19   0.038
12509   1360.49 2353.76 22.521  0.023   0.532   0.045   21.989  0.022
19848   1360.62 3028.82 19.298  0.008   1.023   0.016   18.275  0.008
13997   1360.66 2484.98 21.414  0.022   0.405   0.048   21.009  0.026
19584   1360.73 3000.34 20.777  0.01    0.221   0.02    20.556  0.01
12414   1360.87 2344.93 21.582  0.014   0.359   0.026   21.223  0.012
2711    1360.88 857.1   21.054  0.01    0.241   0.02    20.813  0.01
3089    1360.89 965.34  21.215  0.01    0.28    0.02    20.935  0.01
22212   1360.92 3348.37 22.111  0.01    0.412   0.024   21.699  0.014
11790   1361    2288.93 18.798  0.018   1.201   0.034   17.597  0.016
14366   1361.13 2516.1  22.079  0.013   0.388   0.024   21.691  0.011
18447   1361.3  2879.64 20.815  0.017   0.266   0.033   20.549  0.016
10966   1361.64 2212.8  17.604  0.012   1.322   0.037   16.282  0.025
11972   1361.86 2306.23 21.751  0.013   0.387   0.025   21.364  0.012
4751    1361.88 1372.87 20.519  0.01    0.194   0.02    20.325  0.01
8622    1362.21 1974.54 22.315  0.018   0.462   0.057   21.853  0.039
8522    1362.42 1963.89 19.523  0.009   1.096   0.018   18.427  0.009
18271   1363.03 2864.37 21.799  0.031   0.39    0.073   21.409  0.042
19300   1363.22 2964.72 20.833  0.012   0.249   0.034   20.584  0.022
13116   1363.29 2406.17 22.386  0.047   0.56    0.103   21.826  0.056
19711   1363.33 3013.42 21.052  0.01    0.29    0.02    20.762  0.01
5791    1363.34 1579.44 22.668  0.038   0.611   0.093   22.057  0.055
13919   1363.38 2477.68 21.231  0.022   0.285   0.058   20.946  0.036
21642   1363.59 3254.51 21.966  0.015   0.398   0.045   21.568  0.03
10844   1363.71 2201.15 21.447  0.047   0.308   0.278   21.139  0.231
14064   1363.94 2490.32 21.883  0.024   0.343   0.066   21.54   0.042
7335    1364    1816.66 18.244  0.008   1.187   0.017   17.057  0.009
18053   1364.21 2842.56 21.516  0.01    0.24    0.02    21.276  0.01
22739   1364.27 3439.65 21.678  0.01    0.389   0.02    21.289  0.01
16594   1364.47 2708.46 22.201  0.05    0.391   0.133   21.81   0.083
3844    1364.78 1164.51 17.729  0.008   1.292   0.018   16.437  0.01
15988   1364.91 2654.6  20.144  0.009   0.943   0.018   19.201  0.009
13233   1364.94 2417.3  22.956  0.022   0.541   0.05    22.415  0.028
15071   1364.99 2576.29 22.275  0.018   0.567   0.078   21.708  0.06
3141    1365.19 977.27  21.978  0.01    0.157   0.023   21.821  0.013
14800   1365.74 2551.42 20.756  0.01    0.453   0.022   20.303  0.012
16208   1365.78 2674.95 22.305  0.026   0.537   0.06    21.768  0.034
23519   1365.89 3591.45 21.608  0.01    0.38    0.02    21.228  0.01
34596   1366.42 2122.93 20.815  0.01    0.868   0.02    19.947  0.01
20899   1366.72 3155.05 22.424  0.027   0.429   0.061   21.995  0.034
17247   1366.86 2765.54 21.859  0.01    0.333   0.023   21.526  0.013
34576   1366.87 2117.4  22.317  0.054   0.636   0.323   21.681  0.269
18330   1366.88 2869.46 22.057  0.023   0.448   0.045   21.609  0.022
21666   1366.92 3259.13 21.287  0.012   0.359   0.03    20.928  0.018
17369   1367.49 2776.53 22.223  0.013   0.451   0.025   21.772  0.012
8198    1367.5  1927.82 17.936  0.008   1.289   0.017   16.647  0.009
21114   1367.62 3182.89 22.923  0.027   0.651   0.054   22.272  0.027
9128    1367.71 2035.06 21.077  0.01    0.273   0.022   20.804  0.012
2721    1367.84 860.66  21.674  0.011   0.495   0.022   21.179  0.011
14470   1367.84 2524.44 21.98   0.013   0.29    0.033   21.69   0.02
41818   1368.05 4114.91 21.753  0.024   0.366   0.053   21.387  0.029
10486   1368.39 2168.66 20.24   0.01    0.256   0.021   19.984  0.011
35340   1368.87 2319.89 22.527  0.059   0.686   0.239   21.841  0.18
10591   1368.91 2178    19.585  0.009   0.968   0.018   18.617  0.009
9824    1369    2107.65 21.161  0.01    0.33    0.02    20.831  0.01
14107   1369.08 2493.41 20.775  0.012   0.317   0.031   20.458  0.019
5862    1369.09 1590.82 21.375  0.01    0.234   0.02    21.141  0.01
12742   1369.19 2375.17 21.381  0.01    0.238   0.02    21.143  0.01
17541   1369.93 2791.74 19.255  0.017   0.994   0.026   18.261  0.009
20336   1370.03 3082.38 22.079  0.011   0.516   0.028   21.563  0.017
18960   1370.15 2929.97 21.577  0.027   0.379   0.1 21.198  0.073
12403   1370.29 2344.16 21.157  0.01    0.219   0.02    20.938  0.01
21551   1370.31 3241.9  21.87   0.01    0.374   0.02    21.496  0.01
11134   1370.4  2229.59 22.403  0.026   0.962   0.897   21.441  0.871
9673    1370.52 2091.75 21.124  0.01    0.434   0.02    20.69   0.01
12513   1371.05 2353.99 21.712  0.01    0.3 0.025   21.412  0.015
13328   1371.13 2425.76 21.18   0.011   0.4 0.024   20.78   0.013
15159   1371.18 2583.38 18.743  0.009   0.938   0.018   17.805  0.009
14894   1371.2  2560.73 20.5    0.01    0.932   0.02    19.568  0.01
11004   1371.38 2216.17 17.085  0.011   2.792   0.028   14.293  0.017
7416    1371.51 1826.93 20.851  0.01    0.349   0.02    20.502  0.01
9936    1371.54 2118.33 22.258  0.038   0.432   0.112   21.826  0.074
8506    1371.63 1962.18 22.886  0.031   0.615   0.101   22.271  0.07
22017   1371.67 3311.81 20.397  0.009   0.224   0.019   20.173  0.01
7659    1371.96 1859.81 18.621  0.008   1.2 0.016   17.421  0.008
17094   1372.21 2754.08 20.096  0.01    0.348   0.02    19.748  0.01
41830   1372.24 4117.23 21.708  0.026   0.289   0.056   21.419  0.03
19016   1372.25 2936.84 19.32   0.008   0.985   0.016   18.335  0.008
10181   1372.42 2143.15 19.505  0.009   0.975   0.017   18.53   0.008
13017   1372.53 2398.52 19.309  0.009   0.984   0.018   18.325  0.009
3254    1372.59 1011.62 22.389  0.011   0.385   0.024   22.004  0.013
21373   1373.46 3218.4  22.813  0.015   0.514   0.029   22.299  0.014
9239    1373.53 2045.73 22.305  0.018   0.509   0.044   21.796  0.026
10845   1373.56 2201.21 22.478  0.029   1.031   0.758   21.447  0.729
12815   1373.6  2381.41 20.496  0.01    0.025   0.023   20.471  0.013
11677   1373.88 2277.92 19.363  0.009   1.083   0.023   18.28   0.014
13135   1373.9  2407.74 22.014  0.019   0.341   0.038   21.673  0.019
17424   1374.06 2782.24 22.392  0.032   0.656   0.084   21.736  0.052
17674   1374.07 2804.67 22.684  0.062   0.634   0.159   22.05   0.097
18723   1374.1  2907.06 22.431  0.013   0.44    0.027   21.991  0.014
3645    1374.11 1111.98 22.6    0.011   0.623   0.024   21.977  0.013
6581    1374.13 1707.18 22.306  0.012   0.412   0.027   21.894  0.015
36018   1374.33 2503.23 22.499  0.032   0.63    0.089   21.869  0.057
12067   1374.6  2314.11 22.117  0.045   0.362   0.3 21.755  0.255
16506   1374.74 2700.19 22.474  0.034   0.486   0.076   21.988  0.042
16969   1374.78 2742.38 21.251  0.01    0.363   0.02    20.888  0.01
13927   1374.9  2478.49 21.07   0.024   0.509   0.182   20.561  0.158
19393   1375.05 2978.93 22.828  0.037   0.654   0.183   22.174  0.146
21656   1375.35 3257.01 19.499  0.008   0.963   0.017   18.536  0.009
13675   1375.45 2455.39 21.681  0.022   0.397   0.05    21.284  0.028
8554    1375.55 1967.58 20.869  0.01    0.289   0.02    20.58   0.01
1020    1375.66 300.62  22.676  0.012   0.512   0.025   22.164  0.013
14619   1375.89 2536.48 20.486  0.01    0.285   0.02    20.201  0.01
12145   1376.01 2320.72 19.505  0.009   0.985   0.017   18.52   0.008
1612    1376.05 503.63  22.88   0.014   0.56    0.027   22.32   0.013
4839    1376.08 1390.05 22.69   0.013   0.519   0.027   22.171  0.014
3784    1376.12 1147.94 21.146  0.033   0.428   0.065   20.718  0.032
14951   1376.13 2564.33 20.883  0.012   0.299   0.035   20.584  0.023
4211    1376.37 1255.03 21.29   0.012   0.313   0.023   20.977  0.011
17210   1376.67 2762.14 21.174  0.01    0.245   0.02    20.929  0.01
15667   1376.69 2625.93 19.274  0.009   0.945   0.018   18.329  0.009
19449   1376.79 2986.24 20.874  0.011   0.087   0.021   20.787  0.01
11505   1376.92 2264.34 19.292  0.009   0.935   0.018   18.357  0.009
18550   1377    2890.18 21.545  0.01    0.217   0.02    21.328  0.01
7852    1377.34 1886.24 20.68   0.01    0.284   0.02    20.396  0.01
12417   1377.54 2345.05 22.034  0.034   0.41    0.085   21.624  0.051
19291   1377.78 2963.95 17.326  0.01    1.466   0.023   15.86   0.013
14744   1377.88 2546.61 21.283  0.015   0.252   0.025   21.031  0.01
4052    1378.04 1215.5  21.012  0.01    0.233   0.02    20.779  0.01
16643   1378.2  2712.1  19.681  0.009   0.919   0.018   18.762  0.009
15018   1378.48 2570.72 21.575  0.014   0.264   0.039   21.311  0.025
16810   1378.85 2728.77 20.443  0.037   0.101   0.184   20.342  0.147
10343   1378.95 2156.72 21.748  0.012   0.283   0.031   21.465  0.019
20819   1379.03 3144.2  21.205  0.011   0.214   0.021   20.991  0.01
15231   1379.09 2589.33 21.862  0.016   0.387   0.042   21.475  0.026
13973   1379.32 2482.34 19.545  0.009   0.956   0.018   18.589  0.009
5927    1379.5  1600.45 22.074  0.012   0.536   0.022   21.538  0.01
4371    1379.83 1289.77 22.576  0.01    0.505   0.024   22.071  0.014
7938    1380.02 1896.77 20.923  0.01    0.281   0.02    20.642  0.01
17596   1380.24 2797.7  22.309  0.016   0.148   0.183   22.161  0.167
24885   1380.31 3912.94 22.591  0.012   0.521   0.025   22.07   0.013
3788    1380.83 1148.89 20.643  0.02    0.286   0.04    20.357  0.02
10778   1380.94 2196.49 21.236  0.02    0.462   0.053   20.774  0.033
17538   1381.08 2791.56 22.92   0.036   0.45    0.163   22.47   0.127
13862   1381.1  2472.04 20.353  0.01    0.312   0.02    20.041  0.01
13187   1381.15 2412.57 19.751  0.011   1.013   0.02    18.738  0.009
15993   1381.26 2654.98 17.137  0.01    0.469   0.02    16.668  0.01
15550   1381.32 2616.31 22.852  0.059   0.588   0.111   22.264  0.052
12224   1381.36 2327.37 21.483  0.011   0.354   0.024   21.129  0.013
14397   1381.5  2518.78 19.573  0.012   0.023   0.03    19.55   0.018
14898   1381.59 2561.01 22.438  0.041   0.392   0.155   22.046  0.114
391 1381.72 70.46   21.546  0.01    0.478   0.02    21.068  0.01
33713   1381.9  1920.2  20.847  0.01    0.267   0.022   20.58   0.012
11968   1382.02 2305.4  19.64   0.008   0.954   0.017   18.686  0.009
16311   1382.09 2684.41 22.397  0.043   0.538   0.092   21.859  0.049
23871   1382.11 3669.11 21.109  0.01    0.245   0.021   20.864  0.011
12563   1382.13 2358.62 20.316  0.015   0.318   0.03    19.998  0.015
21191   1382.14 3193.18 19.856  0.017   0.937   0.028   18.919  0.011
20516   1382.35 3106.36 22.767  0.021   0.505   0.043   22.262  0.022
19856   1382.69 3029.56 21.82   0.024   0.387   0.059   21.433  0.035
8815    1383.08 1997.88 20.895  0.03    0.433   0.128   20.462  0.098
37006   1383.17 2764.78 21.76   0.01    0.285   0.022   21.475  0.012
11752   1383.65 2285.19 16.351  0.013   2.02    0.025   14.331  0.012
22372   1384.07 3374.72 22.339  0.011   0.447   0.024   21.892  0.013
18354   1384.41 2871.72 21.998  0.028   0.376   0.094   21.622  0.066
16149   1384.75 2668.66 20.591  0.013   0.338   0.031   20.253  0.018
15064   1384.93 2575.75 21.244  0.028   0.248   0.062   20.996  0.034
3090    1385.01 965.88  21.886  0.01    0.371   0.021   21.515  0.011
11345   1385.01 2249.59 22.213  0.026   0.274   0.071   21.939  0.045
23130   1385.14 3518.69 22.152  0.01    0.443   0.021   21.709  0.011
18991   1385.45 2934.68 21.862  0.01    0.415   0.024   21.447  0.014
14825   1385.62 2553.89 20.739  0.01    0.242   0.025   20.497  0.015
6479    1385.69 1690.13 22.437  0.012   0.359   0.024   22.078  0.012
7363    1385.85 1820.41 19.909  0.009   1.004   0.018   18.905  0.009
35607   1385.87 2394.39 21.228  0.017   0.201   0.041   21.027  0.024
14987   1385.93 2568.38 21.742  0.036   0.356   0.091   21.386  0.055
33848   1386.02 1949.35 20.299  0.013   0.293   0.027   20.006  0.014
