#ID x   y   F555W   E_555   F555-F814   E_555-814
9391    3888.6  2486.01 24.842  0.341   0.976   0.496
9392    3914.74 2486.11 20.063  0.014   0.323   0.031
9393    1861.94 2486.11 19.542  0.014   1.136   0.023
9394    621.01  2486.13 21.739  0.029   0.599   0.052
9395    1847.16 2486.81 20.927  0.062   0.501   0.157
9396    3217.35 2486.83 22.898  0.057   0.826   0.118
9397    3999.84 2486.98 25.03   0.253   1.153   0.37
9398    2535.61 2487.42 24.115  0.133   0.988   0.256
9399    2436.78 2487.42 22.434  0.038   0.621   0.075
9400    1753.67 2487.6  20.549  0.027   0.775   0.044
9401    1996.83 2487.66 24.486  0.367   0.981   0.494
9402    2176.72 2487.67 21.648  0.023   0.535   0.04
9403    2562.95 2487.99 23.791  0.105   0.827   0.181
9404    1400.99 2488.22 24.623  0.403   0.899   0.497
9405    1421.79 2488.39 20.657  0.016   0.586   0.029
9406    3595.56 2488.45 25.098  0.466   1.159   0.584
9407    2531.1  2488.5  24.099  0.251   0.935   0.359
9408    3439.41 2488.94 22.177  0.039   0.702   0.064
9409    2187.81 2489.15 21.192  0.019   0.431   0.046
9410    3480.84 2489.8  21.547  0.053   0.627   0.125
9411    1236.07 2489.82 22.165  0.029   0.71    0.053
9412    3307.89 2490.07 24.01   0.151   0.824   0.279
9413    2621.36 2490.25 20.265  0.02    0.535   0.029
9414    659.59  2490.81 20.552  0.019   0.749   0.033
9415    1641.6  2490.85 22.588  0.047   0.695   0.103
9416    1897.81 2491.06 18.011  0.013   1.319   0.029
9417    3725.3  2491.15 23.793  0.156   0.837   0.204
9418    3450.13 2491.27 24.529  0.243   1.039   0.392
9419    2288.06 2491.29 25.096  0.308   0.928   0.458
9420    1314.94 2491.35 22.723  0.102   0.727   0.217
9421    1001.74 2491.99 23.706  0.147   0.876   0.219
9422    77.07   2492.4  24.195  0.245   0.949   0.33
9423    3259.63 2492.76 20.16   0.019   1.148   0.029
9424    2495.77 2492.96 25.204  0.398   1.118   0.543
9425    1099.74 2493.33 21.959  0.035   0.602   0.061
9426    1813.57 2493.58 25.128  0.49    1.1 0.7
9427    3961.09 2493.68 21.66   0.027   0.486   0.055
9428    3213.12 2493.71 24.146  0.191   0.792   0.27
9429    1676.95 2493.84 19.587  0.016   1.191   0.025
9430    2407.29 2494.21 23.935  0.189   0.871   0.264
9431    3040.94 2494.91 21.286  0.022   0.533   0.038
9432    143.28  2494.99 24.091  0.192   0.879   0.285
9433    212.31  2495.03 23.382  0.138   0.774   0.199
9434    897.74  2495.11 23.966  0.152   0.852   0.214
9435    435.59  2495.35 19.513  0.018   0.085   0.035
9436    2299.22 2496.29 22.818  0.078   0.745   0.164
9437    2850.89 2496.33 24.164  0.157   0.929   0.253
9438    967.5   2496.43 25.043  0.496   1.228   0.613
9439    2182.17 2496.55 24.615  0.27    1.254   0.623
9440    967.47  2496.77 25.043  0.429   1.228   0.546
9441    83.88   2496.78 21.878  0.024   0.622   0.052
9442    1616.46 2496.79 25.098  0.48    1.209   0.606
9443    3373.24 2496.9  25.138  0.487   1.145   0.607
9444    3647.63 2497.35 23.423  0.101   0.796   0.147
9445    3125.36 2497.36 21.685  0.028   0.441   0.064
9446    149.45  2497.37 21.204  0.027   0.481   0.046
9447    2108.34 2497.49 24.387  0.301   1.525   0.628
9448    2316.3  2497.49 23.026  0.07    0.735   0.112
9449    2137.07 2497.83 16.81   0.011   2.61    0.023
9450    2683.75 2497.85 23.989  0.116   0.789   0.228
9451    3737.43 2497.97 22.782  0.065   0.788   0.089
9452    1913.53 2498.02 22.877  0.108   0.757   0.18
9453    1628.85 2498.08 23.869  0.175   0.837   0.233
9454    3712.47 2498.33 24.208  0.16    0.849   0.239
9455    2165.52 2498.58 22.779  0.069   0.939   0.218
9456    3401.31 2498.61 21.559  0.031   0.766   0.047
9457    533.91  2498.65 24.182  0.321   0.969   0.373
9458    263.68  2498.69 23.813  0.193   0.878   0.249
9459    521.52  2498.76 24.002  0.156   0.816   0.227
9460    1989.44 2498.81 22.585  0.053   0.697   0.08
9461    1431.81 2498.84 23.702  0.14    0.855   0.213
9462    3051.51 2499.34 21.783  0.034   0.723   0.054
9463    2817.92 2499.52 24.787  0.268   0.954   0.358
9464    2473.95 2499.9  22.506  0.047   1.035   0.076
9465    2378.02 2499.95 23.37   0.092   0.827   0.191
9466    3450.37 2499.98 22.03   0.041   0.623   0.086
9467    368.25  2500.38 22.552  0.055   0.734   0.087
9468    1574.86 2500.49 23.63   0.149   0.832   0.197
9469    1831.52 2500.96 23.214  0.06    0.749   0.095
9470    2352.67 2501.05 24.097  0.206   0.891   0.298
9471    3474.1  2501.08 21.647  0.032   0.662   0.062
9472    673.04  2501.17 24.316  0.214   0.887   0.321
9473    2847.23 2501.51 22.505  0.041   0.722   0.094
9474    2065.28 2501.56 22.602  0.057   0.682   0.098
9475    3830.79 2501.94 24.305  0.211   0.925   0.28
9476    1023    2502.09 24.462  0.194   0.995   0.288
9477    3926.7  2502.4  23.528  0.086   0.846   0.131
9478    3167.51 2502.41 24.689  0.249   0.96    0.406
9479    2601.96 2502.64 23.695  0.136   0.903   0.193
9480    2871.64 2502.91 24.243  0.156   0.907   0.24
9481    2012.07 2503.05 19.063  0.012   0.968   0.019
9482    1549.43 2503.17 23.029  0.069   0.781   0.135
9483    4031.34 2503.2  20.713  0.016   0.154   0.032
9484    1041.58 2503.25 25.126  0.405   0.936   0.555
9485    3200.09 2503.91 19.453  0.01    0.174   0.02
9486    1388.63 2504.14 20.382  0.015   0.161   0.03
9487    3270.49 2504.19 22.94   0.067   0.82    0.094
9488    1970.38 2504.26 20.808  0.018   0.469   0.036
9489    3111.07 2505.73 23.53   0.089   0.809   0.138
9490    1797.05 2505.88 22.409  0.044   0.63    0.088
9491    662.7   2506.03 21.29   0.042   0.638   0.102
9492    3491.32 2506.11 24.177  0.226   0.871   0.3
9493    825.53  2506.17 18.715  0.012   1.241   0.02
9494    1034.28 2506.32 22.115  0.035   0.542   0.064
9495    767.1   2506.54 19.881  0.014   1.065   0.024
9496    2224.7  2507.19 23.743  0.114   0.811   0.198
9497    2318.55 2507.21 24.979  0.485   1.11    0.603
9498    1533.64 2507.55 22.135  0.04    0.678   0.076
9499    2719.83 2507.67 22.698  0.06    0.701   0.084
9500    878.01  2507.98 19.484  0.012   1.102   0.019
9501    2400.64 2508.34 21.642  0.023   0.53    0.05
9502    1237.41 2508.82 21.872  0.034   0.591   0.054
9503    947.82  2508.82 22.87   0.05    0.682   0.1
9504    81.08   2509.14 22.655  0.059   0.733   0.092
9505    1983.21 2509.59 24.794  0.408   0.962   0.53
9506    1557.05 2509.8  24.894  0.39    1.109   0.472
9507    1810.72 2510    22.712  0.059   0.719   0.089
9508    2543.64 2510.01 21.337  0.024   0.495   0.04
9509    623.69  2510.24 23.295  0.095   0.888   0.148
9510    1905.7  2510.56 24.204  0.184   0.942   0.346
9511    2249.8  2510.71 23.316  0.086   0.879   0.124
9512    2299.43 2510.81 23.707  0.095   0.867   0.158
9513    1372.64 2511    22.741  0.055   0.698   0.101
9514    3436.25 2511.01 23.051  0.063   0.725   0.105
9515    2190.83 2511.33 20.718  0.021   0.59    0.051
9516    2464.81 2511.99 23.958  0.16    0.943   0.21
9517    3481.39 2512.58 25.103  0.462   1.077   0.571
9518    1858.44 2512.68 21.988  0.035   0.66    0.064
9519    3633.49 2512.71 23.799  0.133   0.809   0.192
9520    551.68  2512.9  23.761  0.115   0.986   0.214
9521    838.75  2513.31 24.597  0.44    0.929   0.565
9522    2856.36 2513.56 23.357  0.071   0.761   0.123
9523    807.58  2513.58 19.447  0.015   1.038   0.024
9524    2365.5  2513.63 23.577  0.09    0.849   0.172
9525    2529.8  2513.66 19.551  0.017   1.188   0.026
9526    2550.42 2513.82 24.509  0.236   0.953   0.341
9527    2181.49 2513.87 22.894  0.073   0.695   0.122
9528    868.3   2513.91 22.861  0.056   0.742   0.104
9529    1226.88 2513.93 24.646  0.441   0.913   0.551
9530    301.18  2513.98 23.24   0.063   0.787   0.112
9531    2335.39 2514.41 21.911  0.069   3.191   0.084
9532    430.11  2514.62 23.738  0.134   0.922   0.203
9533    3095.56 2514.66 24.651  0.232   0.886   0.347
9534    3899.16 2515.02 23.402  0.068   0.773   0.153
9535    1005.84 2515.06 23.393  0.112   0.82    0.161
9536    205.85  2515.41 22.403  0.042   0.74    0.062
9537    2213.1  2515.69 21.228  0.022   0.457   0.043
9538    945.03  2515.95 22.286  0.027   0.594   0.064
9539    2271.41 2516.21 19.26   0.015   1.327   0.024
9540    1262.4  2516.3  24.221  0.191   0.927   0.264
9541    3601.07 2516.48 23.936  0.115   0.903   0.19
9542    1974.43 2516.59 23.469  0.109   0.761   0.147
9543    1296.33 2516.77 24.573  0.279   1.146   0.463
9544    2435.8  2516.9  20.322  0.011   1.135   0.02
9545    1647.92 2516.93 23.695  0.104   0.869   0.162
9546    3463.73 2517.31 23.212  0.091   0.879   0.125
9547    2195.63 2517.35 21.383  0.026   0.451   0.049
9548    1197.2  2517.38 25.042  0.458   1.005   0.591
9549    2398.67 2517.39 22.14   0.04    0.584   0.067
9550    852.29  2517.76 24.832  0.439   1.057   0.513
9551    3019.75 2517.92 24.321  0.162   0.968   0.258
9552    276.01  2517.98 24.858  0.245   0.927   0.354
9553    1046.62 2518.18 21.874  0.046   0.532   0.104
9554    3166.3  2518.51 23.768  0.173   0.882   0.263
9555    2386.39 2519.06 21.672  0.025   0.485   0.048
9556    3057.23 2519.34 21.242  0.024   0.545   0.038
9557    959.75  2519.88 24.198  0.187   0.953   0.245
9558    1483.3  2519.96 24.117  0.239   0.928   0.315
9559    2491.02 2520.75 24.523  0.165   1.028   0.26
9560    1004.49 2520.79 24.686  0.286   0.976   0.413
9561    1500.11 2520.85 23.458  0.09    0.884   0.135
9562    1164.66 2520.93 24.739  0.445   1.075   0.593
9563    3749.09 2521.07 24.402  0.343   1.091   0.412
9564    966.98  2521.42 24.842  0.371   0.968   0.469
9565    966.81  2521.75 24.842  0.384   0.968   0.482
9566    1782.35 2522.06 22.65   0.048   0.785   0.079
9567    3425.18 2522.19 21.432  0.02    0.553   0.06
9568    1283.35 2522.3  23.561  0.096   0.824   0.144
9569    2167.93 2522.77 20.878  0.044   0.427   0.133
9570    1991.66 2523.15 23.337  0.103   0.829   0.167
9571    1632.56 2523.22 22.754  0.088   0.676   0.132
9572    1044.9  2523.38 22.043  0.037   0.697   0.081
9573    3068.37 2523.44 24.258  0.175   0.787   0.249
9574    2142.28 2523.46 22.613  0.063   0.661   0.146
9575    2805.4  2523.53 21.6    0.042   0.501   0.078
9576    2420.83 2523.65 24.866  0.489   0.984   0.612
9577    3205.45 2523.72 24.896  0.494   1.01    0.594
9578    2300.06 2523.84 24.79   0.424   0.824   0.543
9579    1098.2  2524.65 24.07   0.194   0.86    0.271
9580    548.23  2524.95 22.978  0.067   0.703   0.104
9581    946.75  2525.13 23.583  0.098   0.806   0.153
9582    3179.5  2525.17 24.545  0.215   0.939   0.358
9583    277.38  2525.34 24.251  0.196   0.971   0.315
9584    2204.15 2525.44 22.271  0.048   0.571   0.077
9585    3333.14 2525.5  24.468  0.221   1.049   0.294
9586    2337.56 2525.68 23.27   0.075   0.791   0.124
9587    450.42  2525.7  24.763  0.369   1.27    0.478
9588    2348.98 2525.78 22.733  0.049   0.738   0.082
9589    2559.71 2526    24.47   0.226   0.945   0.297
9590    2055.77 2526.03 23.546  0.088   0.833   0.149
9591    2115.83 2526.14 21.587  0.029   0.516   0.081
9592    1394.98 2526.32 24.183  0.176   0.948   0.255
9593    1696.1  2526.44 22.507  0.05    0.637   0.071
9594    676.89  2526.52 24.141  0.272   0.914   0.349
9595    1962.3  2526.56 22.785  0.055   0.751   0.091
9596    2310.05 2526.91 22.757  0.095   0.766   0.202
9597    3417.26 2527.05 25.423  0.445   1.234   0.596
9598    3604.02 2527.32 23.525  0.15    0.785   0.2
9599    1979.12 2527.36 21.7    0.039   0.543   0.089
9600    2464.98 2527.44 23.565  0.163   0.818   0.23
9601    656.89  2527.77 24.984  0.431   1.054   0.574
9602    1943.52 2527.78 22.193  0.037   0.571   0.079
9603    2213.72 2527.88 22.902  0.076   0.8 0.133
9604    1255.46 2528.03 24.552  0.238   0.965   0.322
9605    1916.54 2528.64 24.701  0.364   0.986   0.488
9606    295.56  2529.58 21.796  0.033   0.627   0.056
9607    3444.94 2530.12 23.813  0.121   0.761   0.196
9608    1592.41 2530.24 21.737  0.031   0.52    0.054
9609    2260.16 2530.5  19.39   0.011   1.173   0.018
9610    2037.42 2531.43 24.336  0.27    0.926   0.365
9611    1224.53 2531.59 22.4    0.043   0.664   0.099
9612    2888.09 2531.8  23.21   0.085   0.76    0.12
9613    2184.66 2531.82 23.811  0.16    0.898   0.295
9614    4053.33 2531.94 24.125  0.243   0.927   0.382
9615    570.38  2532    20.783  0.019   0.427   0.033
9616    1450.26 2532.05 24.613  0.213   0.946   0.311
9617    2664.7  2532.24 22.651  0.074   0.833   0.18
9618    2939.61 2532.35 22.828  0.056   0.729   0.085
9619    1799.86 2532.47 24.246  0.189   0.876   0.27
9620    3890.52 2532.49 25.315  0.429   1.037   0.728
9621    3699.76 2532.82 24.56   0.297   0.938   0.373
9622    3837.22 2532.96 23.656  0.12    0.89    0.219
9623    1715    2532.97 23.15   0.084   0.774   0.12
9624    3055.01 2533.05 23.645  0.079   0.744   0.13
9625    951.73  2533.15 24.201  0.161   0.838   0.279
9626    2045.62 2533.47 24.552  0.283   0.939   0.4
9627    2367.54 2533.52 20.744  0.018   0.3 0.042
9628    2236.18 2533.6  22.905  0.057   0.706   0.101
9629    3491.14 2533.8  23.188  0.078   0.776   0.116
9630    3036.18 2534.02 24.486  0.253   0.897   0.334
9631    3014.35 2534.23 23.455  0.084   0.813   0.138
9632    3783.41 2534.34 23.986  0.098   0.887   0.212
9633    2125.21 2534.4  19.425  0.013   1.133   0.02
9634    2911.67 2534.43 19.606  0.014   1.151   0.022
9635    3139.34 2534.46 23.009  0.079   0.75    0.155
9636    2350.96 2534.5  24.691  0.325   0.969   0.425
9637    2351.12 2534.8  24.691  0.329   0.969   0.429
9638    1952.24 2535.01 22.301  0.048   0.694   0.092
9639    3042.57 2535.11 23.488  0.086   0.811   0.143
9640    381.97  2535.32 24.899  0.401   0.958   0.551
9641    2587.91 2536.1  21.297  0.029   0.582   0.051
9642    1489.27 2536.27 24.01   0.147   1.006   0.207
9643    912.46  2536.45 24.159  0.159   0.921   0.242
9644    2613.7  2536.52 22.92   0.064   0.759   0.133
9645    1015.89 2536.61 23.124  0.066   0.752   0.11
9646    1051.5  2536.64 20.546  0.019   0.57    0.035
9647    1385.61 2536.67 21.88   0.031   0.536   0.057
9648    233.58  2536.7  24.197  0.156   0.895   0.25
9649    444.02  2537.13 22.918  0.049   0.694   0.089
9650    3112.53 2537.62 24.12   0.157   0.949   0.25
9651    2323.74 2537.69 19.549  0.015   1.12    0.025
9652    1724.72 2537.97 21.736  0.025   0.574   0.046
9653    2270.37 2538.22 23.8    0.153   0.984   0.234
9654    2160.46 2538.25 22.298  0.05    0.855   0.088
9655    797.58  2538.68 20.805  0.015   0.247   0.031
9656    3387.42 2539.25 23.585  0.167   1.684   0.195
9657    4066.63 2539.38 23.652  0.089   0.821   0.144
9658    1947.96 2539.58 23.695  0.113   0.725   0.168
9659    3798.74 2539.72 23.68   0.106   0.788   0.162
9660    2211.27 2539.93 21.501  0.025   0.546   0.053
9661    1076.22 2540.18 22.473  0.052   0.797   0.082
9662    1238.3  2540.24 24.482  0.223   0.924   0.318
9663    449.78  2541.46 23.399  0.068   0.818   0.114
9664    1790.81 2541.53 21.696  0.03    0.455   0.051
9665    61.63   2542.12 22.692  0.056   0.689   0.109
9666    677.54  2542.34 22.953  0.105   0.818   0.146
9667    2839.03 2542.89 21.316  0.027   0.544   0.045
9668    3106.48 2543.02 22.553  0.061   0.79    0.101
9669    2697.97 2543.29 24.486  0.241   0.89    0.436
9670    2285.08 2543.54 21.376  0.022   0.452   0.051
9671    2659.96 2543.86 23.87   0.145   0.827   0.209
9672    997.08  2543.88 20.567  0.015   0.193   0.03
9673    2073.32 2543.98 24.293  0.185   1.137   0.392
9674    2833.37 2544.14 22.093  0.031   0.561   0.066
9675    3781.22 2544.18 23.875  0.124   0.866   0.177
9676    973.56  2544.19 23.217  0.103   0.804   0.145
9677    3360.06 2544.3  24.895  0.318   1.049   0.43
9678    2867.55 2544.43 25.096  0.448   1.128   0.575
9679    3093.01 2544.62 24.469  0.223   0.882   0.315
9680    2186.2  2544.67 21.112  0.021   0.366   0.039
9681    2476.04 2544.75 22.975  0.068   0.768   0.109
9682    1801.08 2544.76 23.066  0.105   0.89    0.145
9683    2584.14 2544.85 24.374  0.167   0.934   0.286
9684    3045.34 2545.1  24.578  0.221   0.952   0.339
9685    2435.74 2545.25 23.601  0.087   0.982   0.125
9686    2092.53 2545.39 24.835  0.31    1.088   0.402
9687    1768.85 2545.51 22.887  0.134   0.761   0.245
9688    1271.76 2545.63 21.635  0.031   0.542   0.051
9689    2591.06 2545.66 21.646  0.027   0.51    0.048
9690    2745.54 2545.79 24.235  0.158   0.893   0.231
9691    1355.18 2545.9  23.753  0.157   1.022   0.211
9692    3453.75 2546.04 23.211  0.082   0.76    0.13
9693    3583.87 2546.59 24.329  0.217   1.059   0.283
9694    1418.6  2546.73 20.926  0.017   0.486   0.033
9695    4049.98 2546.76 22.58   0.041   0.66    0.077
9696    1405.78 2546.98 22.932  0.062   0.728   0.101
9697    344.67  2547.42 22.199  0.042   0.54    0.077
9698    2602.8  2547.51 19.053  0.011   0.871   0.021
9699    1143.35 2548.16 22.472  0.045   0.683   0.075
9700    1119.54 2548.38 24.009  0.129   0.956   0.194
9701    1606.05 2548.97 20.714  0.018   0.176   0.033
9702    2809.41 2549.33 24.567  0.319   1.137   0.604
9703    2133.69 2549.51 20.691  0.022   0.47    0.061
9704    2006.72 2549.71 23.382  0.109   0.805   0.152
9705    2548.01 2550.01 22.005  0.04    0.548   0.062
9706    2035.51 2550.06 24.495  0.249   1.026   0.349
9707    3062    2550.53 25.001  0.48    1.088   0.636
9708    2707.93 2550.83 21.816  0.029   0.486   0.056
9709    1012.45 2551.26 22.014  0.033   0.56    0.054
9710    900.75  2551.55 24.123  0.117   0.978   0.204
9711    1557.97 2551.73 23.624  0.116   0.922   0.17
9712    3127.59 2551.77 22.998  0.086   0.697   0.133
9713    2338.31 2551.81 24.034  0.216   1.097   0.327
9714    3016.35 2551.85 24.456  0.182   0.964   0.264
9715    2456.93 2552.01 24.69   0.478   0.993   0.567
9716    3841.08 2552.18 20.872  0.015   0.182   0.036
9717    2410.51 2552.24 21.773  0.027   0.565   0.05
9718    3478.59 2552.31 19.318  0.014   1.291   0.021
9719    3538.07 2552.44 23.156  0.075   0.715   0.115
9720    1186.09 2552.79 23.789  0.128   0.945   0.183
9721    2305.72 2553.14 21.599  0.022   0.526   0.051
9722    3025.26 2553.16 22.899  0.06    0.86    0.17
9723    1201.25 2553.39 21.549  0.024   0.378   0.046
9724    2080.94 2553.55 24.204  0.239   1.074   0.436
9725    2903.3  2553.77 22.802  0.063   0.793   0.098
9726    3056    2553.79 24.244  0.135   1.021   0.211
9727    1427.96 2553.88 24.192  0.164   0.871   0.271
9728    1044.59 2553.99 24.496  0.195   0.855   0.284
9729    3325.42 2554.23 25.104  0.405   1.006   0.574
9730    2720.95 2554.31 21.318  0.025   0.536   0.043
9731    2270.7  2554.61 23.138  0.076   0.853   0.129
9732    3981.79 2554.95 19.914  0.01    0.146   0.023
9733    3280.25 2555.25 23.885  0.127   0.802   0.196
9734    1863.18 2555.29 22.849  0.114   0.853   0.198
9735    3968.93 2555.3  23.437  0.104   0.754   0.161
9736    1778.29 2555.34 21.978  0.035   0.551   0.058
9737    2715.19 2555.45 23.148  0.088   0.913   0.141
9738    172.6   2555.53 22.93   0.046   0.693   0.078
9739    1888.61 2555.73 23.087  0.088   0.78    0.131
9740    1992.39 2555.83 22.367  0.042   0.669   0.091
9741    1355.6  2555.96 24.774  0.464   1.014   0.593
9742    3431.68 2556.25 18.974  0.012   1.279   0.022
9743    1725.56 2556.39 24.741  0.258   0.979   0.371
9744    1122.77 2556.89 23.093  0.067   0.778   0.11
9745    2448.33 2557.02 21.757  0.026   0.517   0.057
9746    3250.4  2557.03 24.477  0.315   0.897   0.423
9747    81.74   2557.29 23.193  0.079   0.698   0.124
9748    3250.46 2557.34 24.38   0.261   0.8 0.369
9749    2886.43 2557.76 23.836  0.164   0.884   0.214
9750    3638.64 2557.81 23.074  0.077   0.758   0.169
9751    127.73  2557.88 24.804  0.375   0.868   0.499
9752    2022.27 2557.99 23.046  0.067   0.778   0.125
9753    4091.19 2558.25 24.982  0.308   0.946   0.423
9754    2670.32 2558.45 22.139  0.037   0.548   0.067
9755    3229.61 2558.6  24.283  0.281   1.149   0.382
9756    2093.82 2558.73 23.499  0.098   0.937   0.196
9757    1981.96 2558.88 21.335  0.025   0.525   0.047
9758    1894.28 2559.17 23.989  0.133   0.878   0.201
9759    1370.5  2559.47 24.33   0.266   1.066   0.345
9760    551.31  2559.6  24.463  0.31    0.851   0.412
9761    3975.8  2559.66 23.395  0.116   0.803   0.199
9762    2253.51 2559.67 24.438  0.23    0.965   0.334
9763    2198.16 2559.75 21.694  0.024   0.514   0.046
9764    2559.54 2559.91 24.156  0.228   1.022   0.29
9765    2060.27 2560    17.261  0.012   1.679   0.024
9766    1738.8  2560    22.985  0.059   0.757   0.094
9767    857.13  2560.16 24.345  0.152   1.014   0.238
9768    2505.32 2560.32 22.922  0.072   0.77    0.111
9769    988.73  2560.35 22.895  0.068   0.757   0.107
9770    2134.31 2560.48 20.646  0.032   0.299   0.126
9771    369.78  2560.55 24.711  0.267   1.122   0.337
9772    2362.22 2560.56 24.77   0.335   1.187   0.428
9773    1246.73 2560.72 23.077  0.068   0.717   0.104
9774    3214.99 2560.81 22.304  0.056   0.655   0.105
9775    1002.57 2561.24 25.012  0.364   1.142   0.48
9776    813.58  2561.46 24.437  0.215   0.897   0.306
9777    829.98  2561.63 23.532  0.132   0.812   0.18
9778    2626.51 2561.96 20.649  0.037   0.479   0.061
9779    616.67  2562.16 22.373  0.039   0.608   0.064
9780    2225.25 2562.33 24.301  0.193   0.985   0.281
9781    2752.64 2562.83 22.362  0.061   0.561   0.104
9782    2761.09 2562.84 20.959  0.021   0.2 0.052
9783    3221.28 2563.16 22.708  0.053   0.71    0.084
9784    1308.81 2563.23 22.304  0.046   0.689   0.07
9785    2648.34 2563.43 23.351  0.077   0.793   0.134
9786    2574.69 2563.6  24.847  0.292   0.969   0.389
9787    1208.7  2563.72 19.666  0.012   1.167   0.021
9788    1428.3  2563.84 23.796  0.169   0.863   0.264
9789    3062.5  2564.15 22.4    0.063   0.644   0.1
9790    293.85  2564.26 21.596  0.033   0.682   0.055
9791    2410.24 2564.64 24.035  0.101   0.895   0.201
9792    757.69  2565.17 24.74   0.402   0.956   0.511
9793    3568.73 2565.35 23.526  0.09    0.788   0.152
9794    2248.09 2565.39 22.064  0.064   0.655   0.086
9795    2158.22 2565.39 22.607  0.052   0.674   0.093
9796    1549.71 2565.64 24.498  0.238   0.959   0.33
9797    2248.03 2565.69 22.062  0.064   0.654   0.086
9798    2864.19 2566.06 25.024  0.3 1.056   0.429
9799    2387.84 2566.45 20.575  0.012   0.485   0.024
9800    1090.6  2566.58 24.173  0.182   1.017   0.242
9801    3206.95 2566.84 24.498  0.236   0.978   0.377
9802    1333.78 2566.95 24.732  0.422   1.034   0.522
9803    670.12  2566.96 24.264  0.231   1.153   0.293
9804    574.29  2567.21 23.043  0.05    0.724   0.094
9805    2477.85 2567.23 24.756  0.323   1.026   0.447
9806    2814.68 2567.49 24.945  0.478   1.06    0.589
9807    2672.51 2567.55 23.108  0.054   0.736   0.103
9808    3084.75 2567.64 23.671  0.117   0.858   0.175
9809    4074.39 2567.75 24.046  0.16    0.827   0.223
9810    3637.86 2567.77 19.629  0.016   1.258   0.023
9811    363.7   2567.81 23.166  0.081   0.812   0.125
9812    1368.44 2568.06 23.675  0.157   0.842   0.223
9813    3808.41 2568.21 22.795  0.045   0.696   0.073
9814    2506.09 2568.76 23.414  0.077   0.802   0.116
9815    1295.89 2568.86 19.826  0.012   0.17    0.025
9816    623.14  2569.02 23.812  0.134   1.067   0.194
9817    1186.45 2569.03 22.503  0.047   0.652   0.091
9818    1607.99 2569.22 23.34   0.079   0.81    0.14
9819    2921.18 2569.27 23.357  0.075   0.802   0.131
9820    702.84  2569.66 23.901  0.091   0.972   0.15
9821    1936.67 2570.27 24.224  0.162   0.969   0.243
9822    2185.63 2570.29 24.186  0.144   1.079   0.22
9823    535.91  2570.39 19.669  0.014   1.066   0.022
9824    2274.78 2570.42 23.301  0.077   0.775   0.147
9825    2439.96 2570.51 22.56   0.048   0.677   0.082
9826    2627.19 2570.75 23.373  0.096   0.806   0.16
9827    1029.77 2570.77 21.854  0.025   0.467   0.056
9828    3195.97 2570.93 24.465  0.202   0.906   0.284
9829    1931.77 2571.03 24.507  0.204   1.058   0.287
9830    2318.59 2571.1  21.114  0.023   0.555   0.037
9831    2530.28 2571.12 21.536  0.071   0.542   0.142
9832    1394.21 2571.36 23.202  0.088   0.765   0.128
9833    97.5    2571.59 22.722  0.058   0.727   0.099
9834    506.01  2571.64 23.574  0.165   0.803   0.224
9835    2193.32 2571.71 21.253  0.024   0.464   0.041
9836    4004.48 2571.74 22.237  0.041   0.702   0.069
9837    2498.73 2571.93 24.685  0.211   1.043   0.36
9838    1919.71 2572.04 24.083  0.124   0.815   0.198
9839    1712.46 2572.15 19.859  0.017   1.075   0.025
9840    1157.64 2572.54 24.415  0.277   0.932   0.372
9841    1863.35 2572.68 22.95   0.073   0.693   0.112
9842    2332.1  2572.73 21.523  0.02    0.484   0.049
9843    2110.86 2573.05 23.644  0.119   0.919   0.325
9844    1423.98 2573.06 19.687  0.011   0.334   0.027
9845    1857.37 2573.16 24.491  0.217   0.963   0.311
9846    1693.27 2573.17 24.985  0.472   1.188   0.572
9847    906.66  2573.46 19.354  0.015   1.219   0.024
9848    2069.83 2573.62 21.943  0.034   0.82    0.095
9849    3138.93 2573.69 22.874  0.077   0.674   0.109
9850    3206.63 2573.88 20.891  0.02    0.486   0.034
9851    1511.28 2573.93 24.685  0.32    0.905   0.431
9852    1747.42 2573.96 22.717  0.049   0.688   0.078
9853    2163.82 2574.12 22.665  0.044   0.697   0.078
9854    3824.48 2574.31 22.393  0.035   0.742   0.062
9855    3490.92 2574.33 23.185  0.067   0.82    0.107
9856    1733.2  2574.39 24.298  0.16    1.001   0.237
9857    3399.47 2575.04 24.28   0.189   0.979   0.25
9858    1138.22 2575.87 23.846  0.129   0.981   0.193
9859    3730.33 2575.92 24.409  0.166   1.003   0.246
9860    1662.25 2576.43 22.244  0.033   0.62    0.058
9861    2977.15 2576.64 23.168  0.12    0.827   0.178
9862    3542.53 2576.69 24.71   0.213   0.893   0.339
9863    1324.78 2576.93 24.016  0.197   0.894   0.249
9864    1797.95 2577.09 23.145  0.123   0.832   0.261
9865    1610.27 2577.17 21.057  0.021   0.397   0.039
9866    791.8   2577.22 22.032  0.036   0.551   0.066
9867    953.01  2578.19 23.566  0.081   0.85    0.146
9868    3036.24 2578.23 24.521  0.247   0.8 0.394
9869    3368.77 2578.3  21.793  0.034   0.563   0.059
9870    2250.63 2578.4  24.134  0.136   0.938   0.2
9871    610.23  2578.45 22.373  0.04    0.616   0.075
9872    1762.96 2578.71 24.53   0.329   1.048   0.461
9873    2387.99 2578.94 22.585  0.067   0.771   0.212
9874    533.57  2579.07 22.92   0.064   0.815   0.127
9875    1101.04 2579.1  24.861  0.342   1.052   0.445
